Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,BldgType,HouseStyle,OverallQual,OverallCond,Foundation,BsmtQual,BsmtCond,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Fireplaces,FireplaceQu,GarageQual,GarageCond,PoolQC,Fence,SaleCondition,SalePrice
319,60,RL,90,9900,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,260000
320,80,RL,NA,14115,Reg,1Fam,SLvl,7,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,2,TA,TA,TA,NA,NA,Normal,187500
321,60,RL,111,16259,Reg,1Fam,2Story,9,5,PConc,Ex,Gd,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Partial,342643
322,60,RL,99,12099,IR1,1Fam,2Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,354000
323,60,RL,86,10380,IR1,1Fam,2Story,7,5,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,MnPrv,Normal,301000
324,20,RM,49,5820,Reg,1Fam,1Story,3,8,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,Fa,TA,NA,NA,Normal,126175
325,80,RL,96,11275,Reg,1Fam,SLvl,7,7,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,242000
326,45,RM,50,5000,Reg,1Fam,1.5Unf,5,6,CBlock,TA,TA,GasA,Po,N,FuseF,TA,0,NA,TA,TA,NA,NA,Normal,87000
327,120,RL,32,10846,IR1,TwnhsE,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,2,Gd,TA,TA,NA,NA,Normal,324000
328,20,RL,80,11600,Reg,1Fam,1Story,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,145250
329,75,RL,NA,11888,IR1,1Fam,2.5Unf,6,6,BrkTil,TA,TA,GasA,Gd,N,FuseA,Gd,0,NA,TA,TA,NA,NA,Normal,214500
330,70,RM,60,6402,Reg,1Fam,2Story,5,5,PConc,TA,TA,GasA,TA,N,SBrkr,TA,0,NA,Fa,Fa,NA,GdWo,Normal,78000
331,90,RL,NA,10624,IR1,Duplex,1Story,5,4,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,119000
332,20,RL,70,8176,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,Fa,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,139000
333,20,RL,85,10655,IR1,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,284000
334,120,RM,59,8198,Reg,TwnhsE,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,207000
335,60,RL,59,9042,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,TA,2,TA,TA,TA,NA,NA,Normal,192000
336,190,RL,NA,164660,IR1,2fmCon,1.5Fin,5,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,2,Gd,TA,TA,NA,NA,Normal,228950
337,20,RL,86,14157,IR1,1Fam,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,377426
338,20,RL,70,9135,Reg,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,214000
339,20,RL,91,14145,Reg,1Fam,1Story,7,7,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,202500
340,20,RL,66,12400,IR1,1Fam,1Story,6,7,CBlock,TA,Fa,GasA,TA,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,155000
341,60,RL,85,14191,Reg,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,202900
342,20,RH,60,8400,Reg,1Fam,1Story,4,4,CBlock,TA,Fa,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,82000
343,90,RL,NA,8544,Reg,Duplex,1Story,3,4,Slab,NA,NA,Wall,Fa,N,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,87500
344,120,RL,63,8849,IR1,TwnhsE,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Ex,TA,TA,NA,NA,Normal,266000
345,160,RM,36,2592,Reg,TwnhsE,2Story,5,3,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,85000
346,50,RL,65,6435,Reg,1Fam,1.5Fin,6,5,BrkTil,TA,TA,GasA,Gd,Y,SBrkr,Fa,1,Gd,TA,TA,NA,NA,Normal,140200
347,20,RL,NA,12772,IR1,1Fam,1Story,6,8,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,151500
348,20,RL,NA,17600,IR1,1Fam,1Story,6,5,CBlock,TA,TA,GasA,Ex,Y,FuseA,TA,2,Gd,TA,TA,NA,NA,Normal,157500
349,160,RL,36,2448,Reg,Twnhs,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,154000
350,60,RL,56,20431,IR2,1Fam,2Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,2,Ex,TA,TA,NA,NA,Partial,437154
351,120,RL,68,7820,IR1,TwnhsE,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,318061
352,120,RL,NA,5271,IR1,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Abnorml,190000
353,50,RL,60,9084,Reg,1Fam,1.5Fin,5,6,CBlock,TA,Fa,GasA,TA,N,SBrkr,TA,0,NA,TA,Fa,NA,NA,Normal,95000
354,30,RM,60,8520,Reg,1Fam,1Story,6,8,BrkTil,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,105900
355,50,RL,60,8400,Reg,1Fam,1.5Fin,6,5,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,2,Gd,TA,TA,NA,NA,Normal,140000
356,20,RL,105,11249,IR2,1Fam,1Story,6,5,PConc,Gd,Gd,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,177500
357,20,RL,NA,9248,IR1,1Fam,1Story,6,6,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,173000
358,120,RM,44,4224,Reg,TwnhsE,1Story,5,5,PConc,Gd,TA,GasA,TA,Y,SBrkr,TA,1,Po,TA,TA,NA,MnPrv,Normal,134000
359,80,RL,92,6930,IR1,1Fam,SLvl,5,4,CBlock,TA,TA,GasA,Ex,Y,FuseF,Gd,0,NA,TA,TA,NA,NA,Abnorml,130000
360,60,RL,78,12011,IR1,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,280000
361,85,RL,NA,7540,IR1,1Fam,SFoyer,6,6,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,TA,1,TA,TA,TA,NA,MnPrv,Normal,156000
362,50,RL,NA,9144,Reg,1Fam,1.5Fin,5,5,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,145000
363,85,RL,64,7301,Reg,1Fam,SFoyer,7,5,Slab,NA,NA,GasA,Ex,Y,SBrkr,Gd,1,Ex,TA,TA,NA,NA,Normal,198500
364,160,RM,21,1680,Reg,Twnhs,2Story,6,8,CBlock,TA,TA,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,118000
365,60,RL,NA,18800,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,190000
366,70,RM,59,10690,Reg,1Fam,2Story,5,7,CBlock,TA,Fa,GasA,Gd,Y,FuseA,TA,0,NA,TA,Fa,NA,NA,Normal,147000
367,20,RL,NA,9500,IR1,1Fam,1Story,6,5,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,TA,2,Gd,TA,TA,NA,NA,Normal,159000
368,80,RL,101,9150,IR1,1Fam,SLvl,6,5,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,165000
369,20,RL,78,7800,Reg,1Fam,1Story,5,6,PConc,TA,TA,GasA,Gd,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,132000
370,20,RL,NA,9830,IR1,1Fam,1Story,5,7,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,162000
371,60,RL,NA,8121,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,172400
372,50,RL,80,17120,Reg,1Fam,1.5Fin,4,4,CBlock,NA,NA,GasA,TA,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,134432
373,120,RL,50,7175,Reg,TwnhsE,1Story,6,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,125000
374,20,RL,79,10634,Reg,1Fam,1Story,5,6,PConc,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,GdWo,Normal,123000
375,60,RL,65,8200,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,219500
376,30,RL,NA,10020,IR1,1Fam,1Story,1,1,BrkTil,Fa,Po,GasA,Gd,N,FuseA,Fa,0,NA,NA,NA,NA,NA,Normal,61000
377,85,RL,57,8846,IR1,1Fam,SFoyer,5,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,148000
378,60,FV,102,11143,IR1,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,340000
379,20,RL,88,11394,Reg,1Fam,1Story,9,2,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Ex,TA,TA,NA,NA,Partial,394432
380,60,RL,60,8123,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,179000
381,50,RL,50,5000,Reg,1Fam,1.5Fin,5,6,BrkTil,TA,TA,GasA,TA,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,127000
382,20,FV,60,7200,Reg,1Fam,1Story,7,5,PConc,Gd,Gd,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,187750
383,60,RL,79,9245,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,213500
384,45,RH,60,9000,Reg,1Fam,1.5Unf,6,3,BrkTil,Fa,Fa,GasA,TA,N,FuseA,TA,0,NA,Fa,Fa,NA,NA,Normal,76000
385,60,RL,NA,53107,IR2,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,2,Fa,TA,TA,NA,NA,Normal,240000
386,120,RL,43,3182,Reg,TwnhsE,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,192000
387,50,RL,58,8410,Reg,1Fam,1.5Fin,5,3,PConc,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,NA,NA,NA,NA,AdjLand,81000
388,80,RL,72,7200,Reg,1Fam,SLvl,6,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,1,Fa,TA,TA,NA,GdWo,Abnorml,125000
389,20,RL,93,9382,IR1,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,191000
390,60,RL,96,12474,Reg,1Fam,2Story,10,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Ex,TA,TA,NA,NA,Partial,426000
391,50,RL,50,8405,Reg,1Fam,1.5Fin,5,8,BrkTil,TA,Gd,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,119000
392,60,RL,71,12209,IR1,1Fam,2Story,6,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,215000
393,20,RL,NA,8339,IR1,1Fam,1Story,5,7,Slab,NA,NA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,106500
394,30,RL,NA,7446,Reg,1Fam,1Story,4,5,CBlock,TA,TA,GasA,TA,Y,FuseA,TA,2,TA,NA,NA,NA,GdWo,Abnorml,100000
395,50,RL,60,10134,Reg,1Fam,1.5Fin,5,6,CBlock,TA,TA,GasA,Gd,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,109000
396,20,RL,68,9571,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,129000
397,20,RL,60,7200,Reg,1Fam,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,123000
398,60,RL,69,7590,Reg,1Fam,2Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,169500
399,30,RM,60,8967,Reg,1Fam,1Story,5,2,BrkTil,Fa,Po,GasA,Gd,Y,Mix,TA,0,NA,Po,Po,NA,NA,Abnorml,67000
400,60,FV,65,8125,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,241000
401,120,RL,38,14963,IR2,TwnhsE,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Ex,2,Gd,TA,TA,NA,NA,Normal,245500
402,20,RL,65,8767,IR1,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,164990
403,30,RL,60,10200,Reg,1Fam,1Story,5,8,PConc,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,GdPrv,Normal,108000
404,60,RL,93,12090,Reg,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Abnorml,258000
405,60,RL,NA,10364,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,168000
406,20,RL,NA,9991,IR1,1Fam,1Story,4,4,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,1,TA,TA,TA,NA,GdWo,Normal,150000
407,50,RL,51,10480,Reg,1Fam,1.5Fin,6,5,BrkTil,TA,TA,GasA,Ex,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,115000
408,70,RL,63,15576,Reg,1Fam,2Story,6,7,BrkTil,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,177000
409,60,RL,109,14154,Reg,1Fam,2Story,7,5,PConc,Ex,Gd,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,280000
410,60,FV,85,10800,Reg,1Fam,2Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,339750
411,20,RL,68,9571,Reg,1Fam,1Story,5,3,CBlock,TA,Fa,GasA,TA,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Abnorml,60000
412,190,RL,100,34650,Reg,2fmCon,1Story,5,5,CBlock,TA,TA,GasA,TA,N,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,145000
413,20,FV,NA,4403,IR2,1Fam,1Story,7,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,222000
414,30,RM,56,8960,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,Gd,Y,FuseA,TA,1,Gd,TA,TA,NA,NA,Normal,115000
415,60,RL,59,11228,IR2,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,228000
416,20,RL,73,8899,IR1,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Partial,181134
417,60,RL,74,7844,Reg,1Fam,2Story,6,7,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,149500
418,70,RL,86,22420,IR1,1Fam,2Story,6,6,BrkTil,Gd,TA,GasW,TA,N,FuseA,TA,1,Gd,TA,TA,NA,NA,Normal,239000
419,50,RL,60,8160,Reg,1Fam,1.5Fin,5,6,BrkTil,TA,TA,GasA,Fa,N,FuseF,TA,0,NA,TA,TA,NA,NA,AdjLand,126000
420,20,RL,65,8450,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,1,Fa,TA,TA,NA,NA,Normal,142000
421,90,RM,78,7060,Reg,Duplex,SFoyer,7,5,PConc,Gd,Gd,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Alloca,206300
422,20,RL,NA,16635,IR1,1Fam,1Story,6,7,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,215000
423,20,RL,100,21750,Reg,1Fam,1Story,5,5,CBlock,TA,TA,GasA,Ex,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,113000
424,60,RL,80,9200,Reg,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,315000
425,20,RL,72,9000,Reg,1Fam,1Story,6,5,CBlock,Gd,TA,GasA,Gd,Y,FuseA,TA,1,Gd,TA,TA,NA,NA,Normal,139000
426,60,RM,60,3378,Reg,1Fam,2Story,7,8,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,2,Gd,TA,TA,NA,NA,Normal,135000
427,80,RL,NA,12800,Reg,1Fam,SLvl,7,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,275000
428,20,RL,77,8593,IR1,1Fam,1Story,4,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,109008
429,20,RL,64,6762,Reg,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Partial,195400
430,20,RL,130,11457,IR1,1Fam,1Story,6,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,175000
431,160,RM,21,1680,Reg,Twnhs,2Story,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Abnorml,85400
432,50,RM,60,5586,IR1,1Fam,1.5Fin,6,7,BrkTil,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,NA,NA,NA,MnPrv,Abnorml,79900
433,160,RM,24,1920,Reg,TwnhsE,2Story,5,5,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,122500
434,60,RL,100,10839,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,181000
435,180,RM,21,1890,Reg,Twnhs,SFoyer,4,7,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,TA,0,NA,NA,NA,NA,NA,Normal,81000
436,60,RL,43,10667,IR2,1Fam,2Story,7,6,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,212000
437,50,RM,40,4400,Reg,1Fam,1.5Fin,6,8,BrkTil,Fa,TA,GasA,TA,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,116000
438,45,RM,50,6000,Reg,1Fam,1.5Unf,6,7,PConc,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,119000
439,30,RL,40,4280,Reg,1Fam,1Story,5,6,PConc,TA,TA,GasA,TA,N,SBrkr,Gd,1,Gd,Gd,TA,NA,MnPrv,Normal,90350
440,50,RL,67,12354,Reg,1Fam,1.5Fin,6,8,BrkTil,TA,Fa,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,GdPrv,Normal,110000
441,20,RL,105,15431,Reg,1Fam,1Story,10,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,2,Gd,TA,TA,NA,NA,Normal,555000
442,90,RL,92,12108,Reg,Duplex,1Story,4,4,CBlock,TA,TA,GasA,TA,N,FuseF,Fa,0,NA,NA,NA,NA,NA,Normal,118000
443,50,RM,52,6240,Reg,1Fam,1.5Fin,5,7,PConc,TA,TA,GasA,TA,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,162900
444,120,RL,53,3922,Reg,TwnhsE,1Story,7,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,172500
445,60,RL,70,8750,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,210000
446,20,RL,73,9855,Reg,1Fam,1Story,6,5,CBlock,TA,TA,GasA,Fa,Y,SBrkr,TA,1,Gd,TA,TA,NA,MnPrv,Normal,127500
447,20,RL,137,16492,IR1,1Fam,1Story,6,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,190000
448,60,RL,NA,11214,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,199900
449,50,RM,50,8600,Reg,1Fam,1.5Fin,6,6,BrkTil,TA,TA,GasA,TA,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,119500
450,50,RM,50,6000,Reg,1Fam,1.5Fin,3,7,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,120000
451,30,RM,70,5684,Reg,1Fam,1Story,6,8,BrkTil,TA,TA,GasA,Ex,Y,FuseA,Gd,0,NA,Fa,Fa,NA,NA,Normal,110000
452,20,RL,62,70761,IR1,1Fam,1Story,7,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,Gd,2,TA,TA,TA,NA,NA,Normal,280000
453,60,RL,NA,9303,IR1,1Fam,2Story,6,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,204000
454,60,FV,75,9000,Reg,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,210000
455,90,RL,63,9297,Reg,Duplex,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Family,188000
456,20,RL,80,9600,Reg,1Fam,1Story,7,6,CBlock,TA,TA,GasA,Fa,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,175500
457,70,RM,34,4571,Reg,1Fam,2Story,5,5,BrkTil,TA,TA,GasA,Fa,N,SBrkr,TA,0,NA,Fa,Fa,NA,NA,Abnorml,98000
458,20,RL,NA,53227,IR1,1Fam,1Story,4,6,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,Gd,2,Gd,TA,TA,NA,NA,Normal,256000
459,70,RM,NA,5100,Reg,1Fam,2Story,8,7,PConc,TA,TA,GasA,Fa,Y,SBrkr,Gd,1,Gd,TA,TA,NA,MnPrv,Normal,161000
460,50,RL,NA,7015,IR1,1Fam,1.5Fin,5,4,CBlock,TA,TA,GasA,TA,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,110000
461,60,FV,75,8004,IR1,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Partial,263435
462,70,RL,60,7200,Reg,1Fam,2Story,7,9,PConc,Gd,Gd,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,MnPrv,Normal,155000
463,20,RL,60,8281,IR1,1Fam,1Story,5,5,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,1,Po,TA,TA,NA,GdWo,Normal,62383
464,70,RL,74,11988,IR1,1Fam,2Story,6,7,CBlock,TA,TA,GasA,Fa,Y,FuseA,TA,1,Gd,TA,TA,NA,NA,Normal,188700
465,20,RL,60,8430,Reg,1Fam,1Story,5,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0,NA,NA,NA,NA,NA,Normal,124000
466,120,RM,NA,3072,Reg,TwnhsE,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,178740
467,20,RL,85,10628,Reg,1Fam,1Story,7,5,CBlock,TA,Gd,GasA,TA,Y,SBrkr,TA,1,Po,TA,TA,NA,GdWo,Normal,167000
468,70,RL,79,9480,Reg,1Fam,2Story,5,7,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Gd,2,Gd,TA,TA,NA,NA,Normal,146500
469,20,RL,98,11428,IR1,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,250000
470,60,RL,76,9291,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,187000
471,120,RL,NA,6820,IR1,TwnhsE,1Story,8,5,PConc,Gd,TA,GasA,TA,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,212000
472,60,RL,92,11952,Reg,1Fam,2Story,7,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,190000
473,180,RM,35,3675,Reg,TwnhsE,SLvl,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,148000
474,20,RL,110,14977,IR1,1Fam,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,Ex,TA,TA,NA,NA,Partial,440000
475,120,RL,41,5330,Reg,TwnhsE,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Ex,0,NA,TA,TA,NA,NA,Normal,251000
476,20,RL,80,8480,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,132500
477,20,RL,75,13125,Reg,1Fam,1Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,208900
478,60,RL,105,13693,Reg,1Fam,2Story,9,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Normal,380000
